set_no,name,price_store,price_used,aftermarket,popularity,category,year,volume,weight,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
10014-1,Caboose,15.0,44.0,29.0,12.0,Advanced-models,2001.0,,,173,55,8,Black,Red
10015-1,Green Passenger Wagon,19.99,56.0,36.010000000000005,12.899999999999999,Advanced-models,2001.0,,,197,42,9,Black,Green
10016-1,Tanker,20.0,51.0,31.0,6.0,Advanced-models,2001.0,,,128,41,5,Black,Red
10017-1,Hopper Wagon,20.0,49.0,29.0,5.0,Advanced-models,2001.0,,,229,46,6,Black,Tan
10018-1,Darth Maul,150.0,687.0,537.0,12.899999999999999,Licensed-StarWars,2001.0,,,1871,112,11,Black,Red
10019-1,Rebel Blockade Runner,200.0,596.0,396.0,55.9,Licensed-StarWars,2001.0,,,1756,252,12,White,Gray
1149-1,Air Police,3.0,,,5.0,Modern-Town,2002.0,,,24,14,4,Black,Gray
1374-1,Green Goblin,7.0,32.0,25.0,49.4,Modern-Town,2002.0,,,60,41,14,Black,Tan
1376-1,Spider-Man Action Studio,30.0,29.0,-1.0,25.900000000000002,Modern-Town,2002.0,,,253,108,17,Gray,Gray
1380-1,Werewolf Ambush,10.0,20.0,10.0,51.599999999999994,Modern-Town,2002.0,,,117,73,16,Brown,Black
1381-1,Vampire's Crypt,20.0,66.0,46.0,76.5,Modern-Town,2002.0,,,175,95,14,Black,Gray
1382-1,Scary Laboratory,50.0,40.0,-10.0,49.0,Modern-Town,2002.0,,,515,183,22,Gray,Gray
1383-1,Curse of the Pharaoh,4.0,16.0,12.0,58.800000000000004,Modern-Town,2002.0,,,55,37,9,Tan,Gray
1425-1,Alpha Team Jet Sub,,,,5.0,Lego-Brand,2002.0,,,23,18,8,Black,Yellow
1426-1,Alpha Team Wing Diver,,,,,Lego-Brand,2002.0,,,21,17,7,Yellow,Black
1427-1,Ogel Underwater Slizer,,,,,Lego-Brand,2002.0,,,21,18,7,Black,Red
1428-1,Kick 'n' Score,,1.0,,,Sports,2002.0,,,24,15,6,Red,White
1429-1,Goalkeeper Training,,0.0,,5.0,Sports,2002.0,,,19,12,5,White,Green
1430-1,Precision Training,,2.0,,,Sports,2002.0,,,12,10,4,Green,Red
1435-1,Super Glider,,,,1.0,Bigfig-Junior,2002.0,,,7,6,5,Yellow,White
1436-1,Ultralight Flyer,,,,,Bigfig-Junior,2002.0,,,16,11,6,White,Gray
1437-1,Turbo Chopper,,,,,Bigfig-Junior,2002.0,,,13,11,5,White,Yellow
3219-1,Mini TIE Fighter,,2.0,,15.2,Licensed-StarWars,2002.0,,,13,8,3,Black,Blue
3420-1,Championship Challenge II,50.0,55.0,5.0,8.0,Sports,2002.0,,,387,73,10,White,Red
3420-3,Championship Challenge II (L'Equipe de France Edition),,99.0,,,Sports,2002.0,,,387,69,10,White,Red
3421-1,3 vs 3 Shootout,30.0,30.0,0.0,3.0,Sports,2002.0,,,226,59,9,White,Red
3422-1,Shoot 'n' Save,20.0,19.0,-1.0,5.0,Sports,2002.0,,,115,68,9,White,Black
3423-1,Freekick Frenzy,10.0,5.0,-5.0,3.0,Sports,2002.0,,,55,35,9,White,Green
3424-1,Target Practice,7.0,4.0,-3.0,25.200000000000003,Sports,2002.0,,,37,24,8,White,Red
3425-1,US National Team Cup Edition Set,90.0,85.0,-5.0,9.0,Sports,2002.0,,,568,81,10,White,Red
3425-2,Grand Championship Cup ,,112.0,,5.0,Sports,2002.0,,,568,90,10,White,Red
3739-1,Blacksmith Shop,40.0,128.0,88.0,45.0,Historical,2002.0,,,633,142,13,Black,Gray
3806-1,Gigamesh G60,60.0,,,4.0,Technical,2002.0,,,247,59,9,Black,Gray
3807-1,Snaptrax S45,60.0,78.0,18.0,,Technical,2002.0,,,203,54,8,Black,Gray
3808-1,Shadowstrike S70,60.0,50.0,-10.0,4.0,Technical,2002.0,,,236,59,8,Black,Gray
3809-1,Technojaw T55,60.0,40.0,-20.0,5.0,Technical,2002.0,,,262,65,8,Black,Gray
4103-1,Creator Bucket,5.0,11.0,6.0,4.0,Advanced-models,2002.0,,,200,50,7,Gray,Red
4104-1,Creator Bucket,,16.0,,3.0,Advanced-models,2002.0,,,200,45,8,White,Black
4105-1,Creator Bucket,10.0,15.0,5.0,5.0,Advanced-models,2002.0,,,500,85,9,Red,White
4106-1,Creator Bucket,10.0,16.0,6.0,,Advanced-models,2002.0,,,500,89,10,Red,Black
4107-1,Build Your Dreams,20.0,,,9.899999999999999,Advanced-models,2002.0,,,1000,106,14,Red,Blue
4108-1,"Road Plates, Junction",7.0,,,5.0,Modern-Town,2002.0,,,2,1,1,Green,Green
4109-1,"Road Plates, Curved",6.99,14.0,7.01,8.0,Modern-Town,2002.0,455.175,0.21,2,1,1,Green,Green
4110-1,"Road Plates, Straight",7.0,21.0,14.0,8.0,Modern-Town,2002.0,455.175,0.21,2,1,1,Green,Green
4111-1,"Road Plates, Cross",7.0,,,6.0,Modern-Town,2002.0,,,2,1,1,Green,Green
4179-1,Creator Box Set,,,,,Advanced-models,2002.0,,,500,89,10,Red,Black
4297-1,Lightning Streak ,,3.0,,,Sports,2002.0,,,19,12,6,Black,Yellow
4298-1,Blue Power ,,6.0,,,Sports,2002.0,,,22,14,7,Black,Blue
4299-1,Nesquik Rabbit Racer,,20.0,,9.0,Sports,2002.0,,,17,11,7,Yellow,Black
4458-1,TV Camera,,,,,Sports,2002.0,,,11,7,3,Black,Red
4459-1,PK Kicker,,,,,Sports,2002.0,,,4,3,2,White,Red
4460-1,Goal,,,,,Sports,2002.0,,,7,5,2,White,Red
4461-1,Bench,,2.0,,,Sports,2002.0,,,7,5,3,Green,Red
4462-1,Hotdog Trolley,,,,,Sports,2002.0,,,18,13,6,White,Gray
4463-1,Light,,,,,Sports,2002.0,,,16,5,2,Black,Transparent
4464-1,Bottle Case,,,,5.0,Sports,2002.0,,,7,2,2,Transparent,Red
4465-1,Vending Machine,,9.0,,,Sports,2002.0,,,6,5,3,Red,Transparent
4466-1,Sign Board,,3.0,,,Sports,2002.0,,,3,2,2,Black,White
4468-1,Stand,,,,,Sports,2002.0,,,9,6,3,White,Black
4469-1,Drinks' Stand,,,,,Sports,2002.0,,,8,5,3,White,Transparent
4470-1,Ball,,,,,Sports,2002.0,,,2,1,1,White,White
4534-1,LEGO Express,160.0,95.0,-65.0,4.0,Advanced-models,2002.0,,,34,11,4,Gray,Black
4535-1,LEGO Express Deluxe,170.0,298.0,128.0,10.0,Advanced-models,2002.0,,,754,165,17,Black,Red
4582-1,Red Bullet,4.0,3.0,-1.0,22.200000000000003,Sports,2002.0,,,31,21,7,Red,Black
4583-1,Maverick Storm,4.0,3.0,-1.0,17.2,Sports,2002.0,,,41,24,7,Black,Green
4584-1,Hot Scorcher,10.0,5.0,-5.0,28.799999999999997,Sports,2002.0,,,58,36,8,Black,Gray
4585-1,Nitro Pulverizer,10.0,4.0,-6.0,28.799999999999997,Sports,2002.0,,,62,39,8,Black,Yellow
4586-1,Stunt Race Track,20.0,27.0,7.0,,Sports,2002.0,,,170,65,9,Black,Red
4587-1,Duel Racers,40.0,14.0,-26.0,,Sports,2002.0,,,205,104,13,Black,Gray
4588-1,Off-Road Race Track,50.0,35.0,-15.0,12.0,Sports,2002.0,,,369,120,18,Black,Gray
4589-1,RC Nitro Flash,70.0,52.0,-18.0,3.0,Sports,2002.0,,,136,68,12,Green,Green
4590-1,Flash Turbo,4.0,1.0,-3.0,4.0,Sports,2002.0,,,30,22,7,Black,Green
4591-1,Star Strike,4.0,3.0,-1.0,19.0,Sports,2002.0,,,31,23,8,Black,Blue
4592-1,Red Monster,4.0,4.0,0.0,,Sports,2002.0,,,26,16,4,Black,Red
4593-1,Zero Hurricane and Red Blizzard,6.99,5.0,-1.9900000000000002,8.0,Sports,2002.0,,,80,53,14,Black,Gray
4594-1,Maverick Sprinter & Hot Arrow,7.0,4.0,-3.0,14.0,Sports,2002.0,,,68,44,10,Black,Gray
4595-1,Zero Tornado & Hot Rock,10.0,5.0,-5.0,5.0,Sports,2002.0,,,71,39,12,Black,Yellow
4596-1,Storming Cobra,9.99,,,,Sports,2002.0,,,76,45,10,Yellow,Black
4612-1,Super Glider,4.0,1.0,-3.0,1.0,Bigfig-Junior,2002.0,,,7,6,5,Yellow,White
4613-1,Turbo Chopper,4.0,0.0,,,Bigfig-Junior,2002.0,,,13,11,5,White,Yellow
4614-1,Ultralight Flyer,4.0,2.0,-2.0,2.0,Bigfig-Junior,2002.0,,,16,11,6,White,Gray
4615-1,Red Recon Flyer,4.0,3.0,-1.0,4.0,Bigfig-Junior,2002.0,,,23,18,5,Gray,Transparent
4616-1,Rapid Response Tanker,7.0,3.0,-4.0,4.0,Bigfig-Junior,2002.0,,,35,24,8,White,Black
4617-1,Dual Turbo Prop,10.0,4.0,-6.0,9.899999999999999,Bigfig-Junior,2002.0,,,32,20,8,Gray,Black
4618-1,Twin Rotor Cargo,20.0,8.0,-12.0,,Bigfig-Junior,2002.0,,,44,23,8,Black,Gray
4619-1,AIR Patrol Jet,30.0,8.0,-22.0,12.0,Bigfig-Junior,2002.0,,,65,40,9,White,Gray
4620-1,AIR Operations HQ,70.0,22.0,-48.0,,Bigfig-Junior,2002.0,,,174,89,14,White,Black
4621-1,Red Flash Station,10.0,9.0,-1.0,3.0,Bigfig-Junior,2002.0,,,34,25,8,Black,Red
4622-1,ResQ Digger,20.0,18.0,-2.0,6.0,Bigfig-Junior,2002.0,,,67,28,8,Yellow,Black
4711-1,Flying Lesson,4.0,10.0,6.0,60.8,Licensed-Movie,2002.0,,,24,17,6,Gray,Brown
4712-1,Troll on the Loose,10.0,26.0,16.0,62.4,Licensed-Movie,2002.0,,,73,42,10,Gray,Black
4714-1,Gringott's bank,30.0,39.0,9.0,38.699999999999996,Licensed-Movie,2002.0,,,265,105,15,Black,Gray
4726-1,Quidditch Practice,13.0,23.0,10.0,38.0,Licensed-Movie,2002.0,,,132,89,14,Gray,Green
4727-1,Aragog in the Dark Forest,20.0,21.0,1.0,20.0,Licensed-Movie,2002.0,,,186,89,12,Black,Brown
4728-1,Escape from Privet Drive,30.0,56.0,26.0,64.39999999999999,Licensed-Movie,2002.0,,,287,142,18,Blue,Gray
4729-1,Dumbledore's Office,50.0,70.0,20.0,43.199999999999996,Licensed-Movie,2002.0,,,458,145,18,Gray,Tan
4730-1,The Chamber of Secrets,70.0,133.0,63.0,51.599999999999994,Licensed-Movie,2002.0,,,601,170,22,Gray,Gray
4731-1,Dobby's Release,7.0,15.0,8.0,44.0,Licensed-Movie,2002.0,,,72,52,9,Gray,Tan
4733-1,The Dueling Club,20.0,30.0,10.0,24.0,Licensed-Movie,2002.0,,,134,68,10,Gray,Tan
4735-1,Slytherin,10.0,22.0,12.0,25.900000000000002,Licensed-Movie,2002.0,,,94,52,14,Black,Gray
4788-1,Ogel Mutant Ray,10.0,13.0,3.0,5.0,Lego-Brand,2002.0,,,70,41,9,Black,Gray
4789-1,Alpha Team Aquatic Mech,,23.0,,19.2,Lego-Brand,2002.0,,,170,85,11,Yellow,Black
4790-1,Alpha Team Robot Diver,4.0,4.0,0.0,68.8,Lego-Brand,2002.0,,,35,25,10,Black,Transparent
4791-1,Alpha Team Sub-Surface Scooter,7.0,5.0,-2.0,24.0,Lego-Brand,2002.0,,,46,34,7,Black,Yellow
4792-1,Alpha Team Navigator and ROV,10.0,9.0,-1.0,41.4,Lego-Brand,2002.0,,,96,56,11,Black,Yellow
4793-1,Ogel Shark Sub,20.0,11.0,-9.0,32.0,Lego-Brand,2002.0,,,115,61,8,Black,Gray
4794-1,Alpha Team Command Sub,30.0,18.0,-12.0,25.2,Lego-Brand,2002.0,,,192,82,11,Black,Yellow
4795-1,Ogel Underwater Base and AT Sub,50.0,34.0,-16.0,23.0,Lego-Brand,2002.0,,,489,140,16,Black,Red
4796-1,Ogel Mutant Squid,10.0,12.0,2.0,27.0,Lego-Brand,2002.0,,,66,38,8,Black,Gray
4797-1,Ogel Mutant Killer Whale,10.0,10.0,0.0,28.0,Lego-Brand,2002.0,,,66,41,7,Black,Gray
4798-1,Evil Ogel Attack,3.0,4.0,1.0,18.0,Lego-Brand,2002.0,,,21,18,7,Black,Red
4799-1,Ogel Drone Octopus,3.0,4.0,1.0,12.0,Lego-Brand,2002.0,,,20,15,5,Black,Transparent
4800-1,AT Jet Sub,3.0,3.0,0.0,8.0,Lego-Brand,2002.0,,,23,18,8,Black,Yellow
5836-1,Beautiful Baby Princess,4.0,11.0,7.0,,Bigfig-Girls,2002.0,,,23,19,11,White,Red
5837-1,Flora's Bubbling Bath,7.0,14.0,7.0,,Bigfig-Girls,2002.0,,,29,24,13,Yellow,Blue
5838-1,The Wicked Madam Frost,10.0,20.0,10.0,,Bigfig-Girls,2002.0,,,37,31,18,White,Transparent
5842-1,Vanilla's Frosty Sleighride,17.0,20.0,3.0,,Bigfig-Girls,2002.0,,,33,24,12,Transparent,White
5843-1,Queen Rose and the Little Prince Charming,27.0,33.0,6.0,,Bigfig-Girls,2002.0,,,68,43,20,White,Transparent
5850-1,The Royal Crystal Palace,50.0,28.0,-22.0,4.0,Bigfig-Girls,2002.0,,,153,75,31,White,Transparent
5871-1,Riding Stables,,80.0,,,Bigfig-Girls,2002.0,,,163,80,17,White,Yellow
6636-1,Command Post Central,65.0,43.0,-22.0,3.0,Modern-Town,2002.0,,,309,155,12,Black,White
6731-1,Skateboarding Pepper,4.0,3.0,-1.0,27.0,Sports,2002.0,,,14,12,8,Black,Gray
6732-1,Brickster's Trike,4.0,3.0,-1.0,21.0,Sports,2002.0,,,20,17,9,Black,Blue
6733-1,Snap's Cruiser,4.0,1.0,-3.0,15.2,Sports,2002.0,,,19,14,7,Yellow,Yellow
6734-1,Beach Cruisers,7.0,8.0,1.0,12.0,Sports,2002.0,,,58,40,12,Black,Red
6735-1,Air Chase,10.0,12.0,2.0,25.799999999999997,Sports,2002.0,,,87,58,12,Black,White
6736-1,Beach Lookout,13.0,8.0,-5.0,38.4,Sports,2002.0,,,91,58,10,Black,Gray
6737-1,Wake Rider,13.0,8.0,-5.0,8.0,Sports,2002.0,,,93,57,11,Black,White
6738-1,Skateboard Challenge,20.0,25.0,5.0,48.0,Sports,2002.0,,,117,61,15,Gray,Black
6739-1,Truck & Stunt Trikes,30.0,30.0,0.0,21.0,Sports,2002.0,,,198,88,13,Black,Gray
6740-1,Xtreme Tower,50.0,22.0,-28.0,38.699999999999996,Sports,2002.0,,,338,171,19,Black,Gray
6762-1,Fort Legoredo,100.0,175.0,75.0,44.1,Historical,2002.0,,,692,171,14,Brown,Black
6763-1,Rapid River Village,70.0,116.0,46.0,14.100000000000001,Historical,2002.0,,,357,137,12,Black,Gray
6764-1,Sheriff's Lock-Up,30.0,45.0,15.0,15.0,Historical,2002.0,,,181,103,14,Black,Gray
7103-1,Jedi Duel,10.0,20.0,10.0,193.60000000000002,Licensed-StarWars,2002.0,,,83,59,15,Gray,Gray
7113-1,Tusken Raider Encounter,10.0,18.0,8.0,157.5,Licensed-StarWars,2002.0,,,97,60,13,Tan,Gray
7119-1,Twin-Pod Cloud Car,10.0,15.0,5.0,88.0,Licensed-StarWars,2002.0,,,120,48,8,Red,Gray
7133-1,Bounty Hunter Pursuit,30.0,60.0,30.0,78.19999999999999,Licensed-StarWars,2002.0,,,261,140,23,Green,Gray
7139-1,Ewok Attack,13.0,25.0,12.0,118.80000000000001,Licensed-StarWars,2002.0,,,126,78,10,Brown,Black
7142-1,X-wing Fighter,30.0,50.0,20.0,8.0,Licensed-StarWars,2002.0,,,274,118,14,Gray,Gray
7143-1,Jedi Starfighter,20.0,22.0,2.0,126.0,Licensed-StarWars,2002.0,,,140,86,14,Black,White
7152-1,TIE Fighter & Y-wing,50.0,83.0,33.0,12.899999999999999,Licensed-StarWars,2002.0,,,411,132,12,Gray,Gray
7153-1,Jango Fett's Slave I,50.0,104.0,54.0,147.2,Licensed-StarWars,2002.0,,,366,146,16,Gray,Black
7163-1,Republic Gunship,90.0,188.0,98.0,150.4,Licensed-StarWars,2002.0,,,711,237,23,White,Gray
7194-1,Yoda,100.0,231.0,131.0,11.100000000000001,Licensed-StarWars,2002.0,,,1080,106,9,Tan,Green
7200-1,Final Duel I,7.0,18.0,11.0,106.6,Licensed-StarWars,2002.0,,,33,25,7,Black,Gray
7201-1,Final Duel II,7.0,11.0,4.0,138.6,Licensed-StarWars,2002.0,,,28,24,8,Black,Gray
7203-1,Jedi Defense I,7.0,16.0,9.0,117.0,Licensed-StarWars,2002.0,,,63,22,9,Gray,Brown
7204-1,Jedi Defense II,7.0,14.0,7.0,79.2,Licensed-StarWars,2002.0,,,57,32,10,Tan,Gray
7825-1,Creator Bucket,,27.0,,,Advanced-models,2002.0,,,500,89,10,Red,Black
7830-1,Creator Bucket,,,,,Advanced-models,2002.0,,,200,45,8,White,Black
7831-1,Creator Bucket,5.0,10.0,5.0,,Advanced-models,2002.0,,,200,58,9,Yellow,Blue
7832-1,Creator Bucket,,,,,Advanced-models,2002.0,,,200,58,9,Yellow,Blue
7837-1,Build and Create Bucket,15.0,,,,Advanced-models,2002.0,,,600,89,10,Red,Black
8009-1,R2-D2,20.0,22.0,2.0,20.0,Licensed-StarWars,2002.0,,,246,69,8,White,Black
8010-1,Darth Vader,40.0,40.0,0.0,18.0,Licensed-StarWars,2002.0,,,410,80,7,Black,Gray
8011-1,Jango Fett,30.0,20.0,-10.0,28.200000000000003,Licensed-StarWars,2002.0,,,440,91,9,Gray,Black
8012-1,Super Battle Droid,35.0,25.0,-10.0,18.0,Licensed-StarWars,2002.0,,,393,78,8,Black,Gray
8429-1,Helicopter,,18.0,,,Technical,2002.0,,,146,58,6,Gray,Red
8430-1,Mag Wheel Master,35.0,33.0,-2.0,3.0,Technical,2002.0,,,323,94,11,Black,Gray
8431-1,Pneumatic Crane Truck,85.0,71.0,-14.0,7.0,Technical,2002.0,,,882,167,9,Black,Gray
8461-1,Williams F1 Team Racer,129.99,231.0,101.00999999999999,28.799999999999997,Sports,2002.0,,,1491,190,10,Black,Gray
8468-1,Power Crusher,8.0,3.0,-5.0,11.100000000000001,Sports,2002.0,,,86,36,6,Black,Gray
8469-1,Slammer Raptor,10.0,5.0,-5.0,5.0,Sports,2002.0,,,143,48,6,Black,Gray
8470-1,Slammer G-Force,15.0,8.0,-7.0,,Sports,2002.0,,,152,52,6,Black,Gray
8471-1,Nitro Burner,20.0,7.0,-13.0,3.0,Sports,2002.0,,,118,44,7,Black,Gray
8472-1,Street 'n' Mud Racer,69.99,36.0,-33.989999999999995,,Sports,2002.0,,,353,81,10,Black,Gray
8473-1,Nitro Race Team,50.0,57.0,7.0,,Sports,2002.0,,,511,100,10,Black,Gray
8475-1,RC Race Buggy,130.0,270.0,140.0,14.100000000000001,Sports,2002.0,,,290,72,8,Black,Gray
8550-1,Gahlok Va,2.99,5.0,2.01,18.0,Constraction,2002.0,,,27,19,5,Black,Blue
8551-1,Kohrak Va,3.0,4.0,1.0,28.699999999999996,Constraction,2002.0,,,29,19,4,Black,White
8552-1,Lehvak Va,3.0,5.0,2.0,21.0,Constraction,2002.0,,,29,19,6,Black,Green
8553-1,Pahrak Va,3.0,5.0,2.0,15.2,Constraction,2002.0,,,28,19,4,Black,Tan
8554-1,Tahnok Va,3.0,5.0,2.0,9.899999999999999,Constraction,2002.0,,,28,19,5,Black,Red
8555-1,Nuhvok Va,3.0,5.0,2.0,19.0,Constraction,2002.0,,,27,18,3,Black,Gray
8556-1,Boxor Vehicle,15.0,25.0,10.0,28.200000000000003,Constraction,2002.0,,,160,56,5,Black,Gray
8557-1,Exo-Toa,35.0,44.0,9.0,24.0,Constraction,2002.0,,,378,81,9,Black,Gray
8558-1,Cahdok and Gahdok,60.0,82.0,22.0,20.0,Constraction,2002.0,,,644,101,9,Black,Gray
8560-1,Pahrak,8.0,6.0,-2.0,42.0,Constraction,2002.0,,,41,20,9,Black,Brown
8561-1,Nuhvok,8.0,7.0,-1.0,40.0,Constraction,2002.0,,,41,20,7,Black,Gray
8562-1,Gahlok,8.0,7.0,-1.0,32.0,Constraction,2002.0,,,41,20,9,Black,Blue
8563-1,Tahnok,8.0,8.0,0.0,28.699999999999996,Constraction,2002.0,,,41,20,9,Black,Red
8564-1,Lehvak,8.0,6.0,-2.0,27.0,Constraction,2002.0,,,41,20,9,Black,Green
8565-1,Kohrak,8.0,7.0,-1.0,47.3,Constraction,2002.0,,,41,20,7,Black,Gray
8566-1,Onua Nuva,8.0,6.0,-2.0,40.0,Constraction,2002.0,,,43,26,5,Black,Gray
8567-1,Lewa Nuva,8.0,7.0,-1.0,45.0,Constraction,2002.0,,,38,23,6,Black,Gray
8568-1,Pohatu Nuva,8.0,6.0,-2.0,28.799999999999997,Constraction,2002.0,,,44,25,6,Black,Gray
8570-1,Gali Nuva,8.0,6.0,-2.0,41.4,Constraction,2002.0,,,44,24,8,Black,Gray
8571-1,Kopaka Nuva,8.0,8.0,0.0,55.199999999999996,Constraction,2002.0,,,42,25,6,Gray,Black
8572-1,Tahu Nuva,8.0,7.0,-1.0,49.5,Constraction,2002.0,,,38,24,6,Black,Gray
10020-1,Santa Fe Super Chief,40.0,202.0,162.0,62.4,Advanced-models,2002.0,,,429,122,10,Gray,Red
10022-1,Santa Fe Cars - Set II,35.0,270.0,235.0,12.899999999999999,Advanced-models,2002.0,,,413,81,12,Gray,Gray
10023-1,Bionicle Master Builder Set,13.0,39.0,26.0,9.0,Constraction,2002.0,,,113,46,7,Black,Gray
10024-1,Red Baron,50.0,206.0,156.0,14.100000000000001,Advanced-models,2002.0,,,678,185,9,Red,Gray
10025-1,Santa Fe Cars - Set I,35.0,194.0,159.0,10.0,Advanced-models,2002.0,,,326,67,11,Gray,Gray
10026-1,Special Edition Naboo Starfighter,40.0,257.0,217.0,25.799999999999997,Licensed-StarWars,2002.0,,,190,88,9,Yellow,Black
10030-1,Imperial Star Destroyer,269.99,775.0,505.01,159.8,Licensed-StarWars,2002.0,,,3133,218,11,Gray,Gray
10036-1,Pizza-To-Go,20.0,41.0,21.0,35.0,Modern-Town,2002.0,,,152,78,13,White,Red
10037-1,Breezeway Café,23.0,30.0,7.0,17.2,Modern-Town,2002.0,,,205,81,11,White,Yellow
10039-1,Black Falcon's Fortress,40.0,177.0,137.0,18.0,Historical,2002.0,,,437,114,9,Gray,Black
10040-1,Black Seas Barracuda,90.0,250.0,160.0,38.4,Historical,2002.0,,,921,199,10,Black,Yellow
10075-1,Spider-Man Action Pack,7.0,39.0,32.0,,Modern-Town,2002.0,,,25,14,5,Tan,Gray
10153-1,Train Motor 9 V,24.99,61.0,36.010000000000005,10.0,Advanced-models,2002.0,442.32,,3,2,1,Black,Black
10205-1,"Large Train Engine with Tender, Black ",,78.0,,,Advanced-models,2002.0,,,236,65,7,Black,Gray
1385-1,Clikits Bracelet,,,,,Bigfig-Girls,2003.0,,,13,10,8,Transparent,Blue
1431-1,Tahnok Va,,10.0,,11.100000000000001,Constraction,2003.0,,,27,18,5,Black,Red
1432-1,Nuhvok Va,,,,8.0,Constraction,2003.0,,,26,17,3,Black,Gray
1433-1,Gahlok Va,,,,12.0,Constraction,2003.0,,,26,18,5,Black,Blue
1434-1,Lehvak Va,,19.0,,,Constraction,2003.0,,,25,15,6,Black,Green
1441-1,Fikou,,4.0,,25.200000000000003,Constraction,2003.0,,,13,6,3,Black,Yellow
3223-1,Little Fish,,4.0,,9.899999999999999,Advanced-models,2003.0,,,46,27,7,Red,Yellow
3389-1,Skater Boy,,,,4.0,Sports,2003.0,,,7,6,5,Green,White
3391-1,Dash the Diver,,,,4.0,Lego-Brand,2003.0,,,10,9,5,Gray,Black
3420-2,Championship Challenge II (Bayern Munich FC Edition),,,,,Sports,2003.0,,,387,73,10,White,Red
3422-2,Shoot 'n' Save (Bayern Munich FC Edition),,,,,Sports,2003.0,,,115,66,9,White,Black
3427-1,NBA Slam Dunk,8.0,9.0,1.0,11.2,Sports,2003.0,,,55,35,9,Black,Red
3428-1,One vs One Action,10.0,30.0,20.0,13.2,Sports,2003.0,,,41,32,11,Black,Red
3429-1,Ultimate Defense,15.0,15.0,0.0,3.0,Sports,2003.0,,,83,60,11,Black,Red
3430-1,Spin & Shoot,,24.0,,,Sports,2003.0,,,70,41,11,Black,Blue
3431-1,Street Ball 2 vs 2,20.0,29.0,9.0,17.2,Sports,2003.0,3981.312,0.45,187,58,11,Gray,Black
3432-1,NBA Challenge,50.0,61.0,11.0,15.0,Sports,2003.0,13271.04,1.18,453,95,13,Red,Gray
3433-1,The Ultimate NBA Arena,80.0,140.0,60.0,20.0,Sports,2003.0,,,492,105,16,Tan,Gray
3440-1,NBA Jam Session Co-Pack,20.0,,,4.0,Sports,2003.0,,,71,42,12,Black,Blue
3535-1,Skateboard Street Park,10.0,11.0,1.0,8.100000000000001,Sports,2003.0,,,68,28,11,Gray,Gray
3536-1,Snowboard Big Air Comp,15.0,34.0,19.0,14.0,Sports,2003.0,,,86,48,9,White,Blue
3537-1,Skateboard Vert Park Challenge,20.0,16.0,-4.0,2.0,Sports,2003.0,,,93,45,12,Gray,Gray
3538-1,Snowboard Boarder Cross Race,30.0,37.0,7.0,25.799999999999997,Sports,2003.0,,,202,83,13,Blue,White
3540-1,Puck Passer,8.0,3.0,-5.0,9.0,Sports,2003.0,,,47,30,7,Black,Gray
3541-1,Slap Shot,8.0,2.0,-6.0,9.899999999999999,Sports,2003.0,,,47,29,8,Black,White
3542-1,Flip Shot,8.0,5.0,-3.0,14.0,Sports,2003.0,,,49,31,8,Black,Gray
3543-1,Slammer Goalie,8.0,3.0,-5.0,9.899999999999999,Sports,2003.0,,,47,30,7,Black,Gray
3544-1,Game Set,15.0,14.0,-1.0,5.0,Sports,2003.0,,,153,47,11,Black,Red
3545-1,Puck Feeder,,15.0,,2.0,Sports,2003.0,,,152,67,9,Black,Gray
3548-1,Slam Dunk Trainer,4.0,5.0,1.0,12.0,Sports,2003.0,,,21,18,8,Black,Gray
3549-1,Practice Shooting,4.0,4.0,0.0,3.0,Sports,2003.0,,,17,15,8,Black,Gray
3550-1,Jump and Shoot,4.0,4.0,0.0,16.0,Sports,2003.0,,,19,18,7,White,Red
3557-1,Blue Player and Goal,4.0,1.0,-3.0,,Sports,2003.0,,,41,27,8,Black,Blue
3558-1,Red Player and Goal,4.0,2.0,-2.0,,Sports,2003.0,,,41,27,7,Red,Black
3559-1,Red and Blue Player,4.0,2.0,-2.0,9.0,Sports,2003.0,,,44,25,8,Black,Gray
3560-1,NBA Collectors # 1,8.0,9.0,1.0,17.2,Sports,2003.0,,,15,13,7,Tan,Tan
3561-1,NBA Collectors # 2,8.0,15.0,7.0,9.899999999999999,Sports,2003.0,,,15,13,6,Brown,Tan
3562-1,NBA Collectors # 3,8.0,30.0,22.0,5.0,Sports,2003.0,,,17,15,7,Tan,Tan
3563-1,NBA Collectors # 4,8.0,12.0,4.0,6.8999999999999995,Sports,2003.0,,,15,13,7,Tan,Tan
3564-1,NBA Collectors # 5,8.0,17.0,9.0,3.0,Sports,2003.0,,,15,13,6,Brown,Tan
3565-1,NBA Collectors # 6,8.0,19.0,11.0,5.0,Sports,2003.0,,,15,13,7,Tan,Tan
3566-1,NBA Collectors # 7,8.0,30.0,22.0,,Sports,2003.0,,,15,13,7,Tan,Tan
3567-1,NBA Collectors # 8,8.0,,,5.0,Sports,2003.0,,,15,12,5,Blue,Brown
3584-1,Rapid Return,8.0,12.0,4.0,12.0,Sports,2003.0,,,47,32,10,Red,Tan
3585-1,Snowboard Super Pipe,50.0,64.0,14.0,14.0,Sports,2003.0,,,225,84,9,White,Blue
4013-1,Create and Imagine,,23.0,,4.0,Advanced-models,2003.0,,,1000,106,14,Red,Blue
