set_no,name,price_store,price_used,aftermarket,popularity,category,year,volume,weight,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
41001-1,Mia's Magic Tricks,9.99,4.0,-5.99,8.0,Bigfig-Girls,2013.0,996.1649999999997,0.13,100,55,14,Black,White
41002-1,Emma's Karate Class,9.99,6.0,-3.99,8.0,Bigfig-Girls,2013.0,996.1649999999997,0.13,100,59,20,Black,White
41003-1,Olivia's Newborn Foal,9.99,5.0,-4.99,11.100000000000001,Bigfig-Girls,2013.0,996.1649999999997,0.12,92,62,19,Blue,Gray
41004-1,Rehearsal Stage,19.99,7.0,-12.989999999999998,4.0,Bigfig-Girls,2013.0,3052.562,0.38,217,96,24,White,Black
41005-1,Heartlake High,49.99,39.0,-10.990000000000002,,Bigfig-Girls,2013.0,8256.96,0.79,522,195,33,Blue,White
41006-1,Downtown Bakery,29.99,15.0,-14.989999999999998,9.0,Bigfig-Girls,2013.0,4728.576,0.49,285,136,30,White,Tan
41007-1,Heartlake Pet Salon,29.99,15.0,-14.989999999999998,,Bigfig-Girls,2013.0,4728.576,0.57,279,140,29,White,Gray
41008-1,Heartlake City Pool,39.99,15.0,-24.990000000000002,10.0,Bigfig-Girls,2013.0,7105.964,0.78,464,164,32,White,Brown
41009-1,Andrea's Bedroom,9.99,7.0,-2.99,9.0,Bigfig-Girls,2013.0,996.1649999999997,0.11,102,64,19,White,Blue
41010-1,Olivia's Beach Buggy,9.99,5.0,-4.99,4.0,Bigfig-Girls,2013.0,996.1649999999997,0.11,101,60,21,Tan,White
41011-1,Stephanie's Soccer Practice,9.99,4.0,-5.99,8.0,Bigfig-Girls,2013.0,996.1649999999997,0.12,92,60,21,White,Green
41013-1,Emma's Sports Car,14.99,8.0,-6.99,5.0,Bigfig-Girls,2013.0,1642.7910000000006,0.18,174,88,21,White,Red
41015-1,Dolphin Cruiser,69.99,45.0,-24.989999999999995,10.0,Bigfig-Girls,2013.0,13857.48,1.46,659,244,35,White,Tan
41017-1,Squirrel's Tree House,4.99,4.0,-0.9900000000000002,15.2,Bigfig-Girls,2013.0,351.0,0.05,52,28,11,Brown,Tan
41018-1,Cat's Playground,4.99,3.0,-1.9900000000000002,11.100000000000001,Bigfig-Girls,2013.0,351.0,0.03,38,20,10,Tan,Blue
41019-1,Turtle's Little Oasis,4.99,3.0,-1.9900000000000002,15.2,Bigfig-Girls,2013.0,351.0,0.04,40,24,10,Brown,Tan
41020-1,Hedgehog's Hideaway,4.99,4.0,-0.9900000000000002,7.0,Bigfig-Girls,2013.0,351.0,0.04,39,27,13,Red,Green
41021-1,Poodle's Little Palace,4.99,5.0,0.009999999999999787,7.0,Bigfig-Girls,2013.0,351.0,0.04,51,29,10,Red,White
41022-1,Bunny's Hutch,4.99,2.0,-2.99,9.0,Bigfig-Girls,2013.0,351.0,0.04,42,26,13,Tan,Red
41023-1,Fawn's Forest,4.99,6.0,1.0099999999999998,6.0,Bigfig-Girls,2013.0,351.0,0.04,39,23,11,Red,Green
41024-1,Parrot's Perch,4.99,2.0,-2.99,3.0,Bigfig-Girls,2013.0,351.0,0.04,35,23,12,White,Tan
41025-1,Puppy's Playhouse,4.99,4.0,-0.9900000000000002,,Bigfig-Girls,2013.0,351.0,0.05,44,28,11,Tan,White
41999-1,4x4 Crawler Exclusive Edition ,199.99,330.0,130.01,15.0,Technical,2013.0,16209.375,,1606,190,15,Black,Gray
42000-1,Grand Prix Racer,129.99,87.0,-42.99000000000001,34.4,Technical,2013.0,16295.825,1.97,1149,159,11,Black,Gray
42001-1,Mini Off-Roader,12.99,5.0,-7.99,15.0,Technical,2013.0,,,106,42,9,Black,Gray
42002-1,Hovercraft,19.99,11.0,-8.989999999999998,8.0,Technical,2013.0,1680.84,,175,68,9,Black,Gray
42004-1,Mini Backhoe Loader,24.99,19.0,-5.989999999999998,25.0,Technical,2013.0,2959.74,,251,68,8,Black,Yellow
42005-1,Monster Truck,49.99,33.0,-16.990000000000002,6.0,Technical,2013.0,5573.916,,333,66,8,Black,Gray
42006-1,Excavator,79.99,63.0,-16.989999999999995,35.2,Technical,2013.0,8731.8,,730,115,9,Black,Gray
42007-1,Moto Cross Bike,39.99,36.0,-3.990000000000002,17.2,Technical,2013.0,3745.28,,260,82,10,Black,Gray
42008-1,Service Truck,129.99,101.0,-28.99000000000001,14.100000000000001,Technical,2013.0,17055.36,1.96,1297,155,13,Gray,Black
42009-1,Mobile Crane MK II,219.99,188.0,-31.99000000000001,38.4,Technical,2013.0,25421.76,4.21,2643,181,13,Black,Gray
42010-1,Off-road Racer,19.99,11.0,-8.989999999999998,14.100000000000001,Technical,2013.0,2192.4,0.3,164,49,6,Black,Gray
42011-1,Race Car,19.99,11.0,-8.989999999999998,18.0,Technical,2013.0,1680.84,0.28,161,55,7,Black,Gray
44000-1,FURNO XL,19.99,18.0,-1.9899999999999984,12.0,Constraction,2013.0,7056.0,0.24,107,48,12,Black,Gray
44001-1,PYROX,12.99,9.0,-3.99,11.100000000000001,Constraction,2013.0,4095.0,0.15,55,31,12,Black,Red
44002-1,ROCKA,9.99,8.0,-1.9900000000000002,4.0,Constraction,2013.0,2737.0,0.11,48,30,10,Yellow,Gray
44003-1,SCAROX,9.99,13.0,3.01,9.899999999999999,Constraction,2013.0,2737.0,0.11,50,26,9,Black,Gray
44004-1,BULK,9.99,11.0,1.0099999999999998,8.0,Constraction,2013.0,2737.0,0.12,55,32,12,Gray,Black
44005-1,BRUIZER,12.99,8.0,-4.99,7.0,Constraction,2013.0,4095.0,0.15,69,37,13,Gray,Red
44006-1,BREEZ,9.99,8.0,-1.9900000000000002,4.0,Constraction,2013.0,2737.0,0.11,53,25,11,Green,Gray
44007-1,OGRUM,12.99,9.0,-3.99,8.0,Constraction,2013.0,4095.0,0.15,60,27,10,Green,Brown
44008-1,SURGE,12.99,14.0,1.0099999999999998,9.0,Constraction,2013.0,4095.0,0.12,68,40,11,Black,Blue
44009-1,DRAGON BOLT,19.99,22.0,2.0100000000000016,12.899999999999999,Constraction,2013.0,7056.0,0.26,156,57,12,Black,Blue
44010-1,STORMER,12.99,12.0,-0.9900000000000002,,Constraction,2013.0,4095.0,0.12,71,39,11,White,Black
44011-1,FROST BEAST,12.99,9.0,-3.99,5.0,Constraction,2013.0,4095.0,0.13,63,33,7,White,Gray
44012-1,EVO,9.99,9.0,-0.9900000000000002,4.0,Constraction,2013.0,2737.0,0.1,52,31,13,Yellow,Black
44013-1,AQUAGON,9.99,5.0,-4.99,5.0,Constraction,2013.0,2737.0,0.11,46,25,9,Black,Yellow
44014-1,JET ROCKA,34.99,21.0,-13.990000000000002,,Constraction,2013.0,5604.704000000002,0.6,294,82,12,Gray,Blue
60000-1,Fire Motorcycle,6.99,4.0,-2.99,28.0,Modern-City,2013.0,643.9159999999998,0.07,47,33,14,Green,Black
60001-1,Fire Chief Car,11.99,6.0,-5.99,12.899999999999999,Modern-City,2013.0,996.1649999999997,0.14,83,52,17,Red,Gray
60002-1,Fire Truck,19.99,15.0,-4.989999999999998,15.2,Modern-City,2013.0,3052.562,0.39,215,103,13,White,Red
60003-1,Fire Emergency,39.99,16.0,-23.990000000000002,8.0,Modern-City,2013.0,4728.576,0.6,313,136,19,Red,Gray
60004-1,Fire Station,99.99,54.0,-45.989999999999995,27.0,Modern-City,2013.0,17055.36,1.9,781,283,21,Red,White
60005-1,Fire Boat,29.99,27.0,-2.9899999999999984,5.0,Modern-City,2013.0,,,236,127,19,White,Yellow
60006-1,Police ATV,6.99,3.0,-3.99,16.0,Modern-City,2013.0,643.9159999999998,0.07,56,40,11,Black,White
60007-1,High Speed Chase,29.99,14.0,-15.989999999999998,25.799999999999997,Modern-City,2013.0,4732.98,0.51,300,143,19,Black,Red
60008-1,Museum Break-in,69.99,38.0,-31.989999999999995,12.899999999999999,Modern-City,2013.0,8984.52,1.14,582,217,25,Gray,Tan
60009-1,Helicopter Arrest,49.99,45.0,-4.990000000000002,,Modern-City,2013.0,,0.84,366,209,25,Black,Gray
60011-1,Surfer Rescue,6.99,4.0,-2.99,20.0,Modern-City,2013.0,521.794,0.07,37,35,10,White,Gray
60012-1,Coast Guard 4x4 & Diving Boat,19.99,8.0,-11.989999999999998,12.899999999999999,Modern-City,2013.0,1773.2159999999994,0.22,138,82,12,Gray,Gray
60013-1,Coast Guard Helicopter,39.99,25.0,-14.990000000000002,24.0,Modern-City,2013.0,4728.576,0.53,247,140,16,White,Black
60014-1,Coast Guard Patrol,79.99,47.0,-32.989999999999995,8.0,Modern-City,2013.0,11877.84,1.25,466,208,22,White,Black
60015-1,Coast Guard Plane,44.99,38.0,-6.990000000000002,4.0,Modern-City,2013.0,6916.0,0.78,295,138,21,Gray,White
60016-1,Tanker Truck,19.99,28.0,8.010000000000002,7.0,Modern-City,2013.0,3603.024,0.41,199,99,14,Gray,White
60017-1,Flatbed Truck,19.99,14.0,-5.989999999999998,42.300000000000004,Modern-City,2013.0,3052.562,0.39,223,120,19,Gray,Black
60018-1,Cement Mixer,19.99,28.0,8.010000000000002,38.4,Modern-City,2013.0,3052.562,0.39,229,105,14,Black,Gray
60019-1,Stunt Plane,19.99,8.0,-11.989999999999998,27.0,Modern-City,2013.0,1773.2159999999994,0.24,150,104,15,Black,Gray
60020-1,Cargo Truck,39.99,29.0,-10.990000000000002,19.2,Modern-City,2013.0,4728.576,0.57,328,138,16,Gray,Black
60021-1,Cargo Heliplane,44.99,30.0,-14.990000000000002,21.0,Modern-City,2013.0,7105.964,0.79,399,158,17,Gray,Gray
60022-1,Cargo Terminal,99.99,100.0,0.010000000000005116,18.0,Modern-City,2013.0,17055.36,1.81,666,250,20,White,Gray
60023-1,LEGO City Starter Set,29.99,26.0,-3.9899999999999984,4.0,Modern-City,2013.0,4728.576,0.55,283,135,23,White,Red
60025-1,Grand Prix Truck,29.99,29.0,-0.9899999999999984,13.2,Modern-City,2013.0,4732.98,0.65,335,157,13,Green,White
60026-1,Town Square,119.99,101.0,-18.989999999999995,10.0,Modern-City,2013.0,19059.375,1.8,948,410,29,Black,Gray
60027-1,Monster Truck Transporter,29.99,28.0,-1.9899999999999984,3.0,Modern-City,2013.0,4732.98,0.6,317,153,13,Black,Red
60031-1,City Corner,,64.0,,4.0,Modern-City,2013.0,,,497,210,17,Yellow,Red
70000-1,Razcal's Glider,11.99,5.0,-6.99,28.200000000000003,Lego-Brand,2013.0,791.2919999999997,0.11,117,66,13,Black,Gray
70001-1,Crawley's Claw Ripper,14.99,7.0,-7.99,19.0,Lego-Brand,2013.0,1773.2159999999994,0.24,147,77,15,Gray,Green
70002-1,Lennox' Lion Attack,24.99,7.0,-17.99,9.0,Lego-Brand,2013.0,3052.562,0.39,237,108,17,Black,Gray
70003-1,Eris' Eagle Interceptor,34.99,14.0,-20.990000000000002,30.0,Lego-Brand,2013.0,4728.576,0.54,356,145,21,White,Blue
70004-1,Wakz' Pack Tracker,29.99,13.0,-16.99,12.0,Lego-Brand,2013.0,4728.576,0.58,313,141,15,Gray,Black
70005-1,Laval's Royal Fighter,39.99,17.0,-22.990000000000002,12.0,Lego-Brand,2013.0,7105.964,0.75,438,161,21,Black,Gray
70006-1,Cragger's Command Ship,79.99,40.0,-39.989999999999995,14.100000000000001,Lego-Brand,2013.0,12882.239999999998,1.38,637,201,20,Red,Green
70007-1,Eglor's Twin Bike,24.99,9.0,-15.989999999999998,4.0,Lego-Brand,2013.0,3052.562,0.35,232,111,19,Black,Gray
70008-1,Gorzan's Gorilla Striker,49.99,27.0,-22.990000000000002,14.100000000000001,Lego-Brand,2013.0,8256.96,0.91,522,188,22,Black,Brown
70009-1,Worriz's Combat Lair,69.99,35.0,-34.989999999999995,5.0,Lego-Brand,2013.0,11877.84,1.29,672,261,17,Gray,Black
70010-1,The Lion CHI Temple,119.99,85.0,-34.989999999999995,10.0,Lego-Brand,2013.0,19139.652,2.07,1306,362,31,Gray,Yellow
70011-1,Eagles' Castle,39.99,26.0,-13.990000000000002,4.0,Lego-Brand,2013.0,,,382,155,22,Gray,Gray
70012-2,Razar's CHI Raider,39.99,17.0,-22.990000000000002,4.0,Lego-Brand,2013.0,,0.06,424,164,25,Gray,Black
70013-1,Equila's Ultra Striker,39.99,22.0,-17.990000000000002,4.0,Lego-Brand,2013.0,,,348,143,16,Blue,White
70014-1,The Croc Swamp Hideout,69.99,79.0,9.010000000000005,8.0,Lego-Brand,2013.0,,,672,240,24,Gray,Brown
70100-1,Ring of Fire,14.99,3.0,-11.99,17.2,Lego-Brand,2013.0,2111.4,0.2,87,45,15,Transparent,Black
70101-1,Target Practice,14.99,5.0,-9.99,16.0,Lego-Brand,2013.0,2111.4,0.21,109,61,15,Black,Gray
70102-1,CHI Waterfall,14.99,7.0,-7.99,,Lego-Brand,2013.0,2111.4,0.22,114,78,17,Gray,Black
70103-1,Boulder Bowling,14.99,5.0,-9.99,12.899999999999999,Lego-Brand,2013.0,2111.4,0.23,97,50,17,White,Gray
70104-1,Jungle Gates,14.99,4.0,-10.99,7.0,Lego-Brand,2013.0,2111.4,0.21,85,40,15,Brown,Gray
70105-1,Nest Dive,14.99,5.0,-9.99,8.0,Lego-Brand,2013.0,2111.4,0.21,100,44,17,Black,Gray
70106-1,Ice Tower,14.99,3.0,-11.99,3.0,Lego-Brand,2013.0,2111.4,0.22,104,48,13,White,Gray
70107-1,Skunk Attack,14.99,7.0,-7.99,4.0,Lego-Brand,2013.0,2111.4,0.2,104,70,15,Black,Gray
70108-1,Royal Roost,14.99,4.0,-10.99,6.0,Lego-Brand,2013.0,2111.4,0.21,111,56,16,Brown,Yellow
70109-1,Whirling Vines,14.99,,,8.0,Lego-Brand,2013.0,2111.4,0.2,84,54,16,Black,Green
70110-1,Tower Target,14.99,4.0,-10.99,4.0,Lego-Brand,2013.0,2111.4,0.21,88,59,18,Black,Transparent
70111-1,Swamp Jump,14.99,8.0,-6.99,3.0,Lego-Brand,2013.0,2111.4,0.2,92,47,19,Black,White
70112-1,Croc Chomp,14.99,7.0,-7.99,,Lego-Brand,2013.0,2111.4,0.23,105,51,20,Gray,Red
70113-1,CHI Battles,19.99,4.0,-15.989999999999998,5.0,Lego-Brand,2013.0,2111.4,0.22,95,59,21,Transparent,Gray
70114-1,Sky Joust,19.99,10.0,-9.989999999999998,3.0,Lego-Brand,2013.0,2111.4,0.23,123,73,18,Transparent,Black
70115-1,Ultimate Speedor Tournament,29.99,15.0,-14.989999999999998,3.0,Lego-Brand,2013.0,3052.562,0.41,261,127,24,Black,Brown
70200-1,CHI Laval,14.99,6.0,-8.99,4.0,Lego-Brand,2013.0,4095.0,0.14,57,29,8,Yellow,Black
70201-1,CHI Eris,14.99,7.0,-7.99,8.0,Lego-Brand,2013.0,4095.0,0.15,70,31,9,Black,White
70202-1,CHI Gorzan,14.99,6.0,-8.99,4.0,Lego-Brand,2013.0,4095.0,0.15,60,30,8,Black,Gray
70203-1,CHI Cragger,14.99,8.0,-6.99,4.0,Lego-Brand,2013.0,4095.0,0.13,68,32,9,Black,Gray
70204-1,CHI Worriz,14.99,9.0,-5.99,3.0,Lego-Brand,2013.0,4095.0,0.14,57,28,9,Gray,Black
70205-1,CHI Razar,14.99,8.0,-6.99,,Lego-Brand,2013.0,4095.0,0.15,69,26,8,Black,Gray
70400-1,Forest Ambush,11.99,11.0,-0.9900000000000002,27.0,Historical,2013.0,791.2919999999997,0.1,96,68,18,Brown,Yellow
70401-1,Gold Getaway,19.99,21.0,1.0100000000000016,9.0,Historical,2013.0,3052.562,0.34,211,121,17,Black,Gray
70402-1,The Gatehouse Raid,29.99,32.0,2.0100000000000016,8.0,Historical,2013.0,4728.576,0.5,260,113,17,Gray,Gray
70403-1,Dragon Mountain,49.99,66.0,16.009999999999998,17.2,Historical,2013.0,7105.964,0.77,406,206,24,Black,Gray
70404-1,King's Castle,99.99,131.0,31.010000000000005,21.0,Historical,2013.0,19139.652,2.11,1026,264,26,Gray,Gray
70500-1,Kai's Fire Mech,9.99,15.0,5.01,39.6,Lego-Brand,2013.0,1049.322,0.13,107,56,11,Red,Yellow
70501-1,Warrior Bike,19.99,10.0,-9.989999999999998,3.0,Lego-Brand,2013.0,3052.562,0.35,220,116,12,Black,Gray
70502-1,Cole's Earth Driller,19.99,13.0,-6.989999999999998,12.899999999999999,Lego-Brand,2013.0,3052.562,0.38,179,100,18,Black,Yellow
70503-1,The Golden Dragon,29.99,41.0,11.010000000000002,16.0,Lego-Brand,2013.0,3989.2259999999997,0.44,263,110,15,Black,Yellow
70504-1,Garmatron,39.99,37.0,-2.990000000000002,19.2,Lego-Brand,2013.0,7092.863999999999,0.71,340,144,14,Black,Gray
70505-1,Temple of Light,69.99,59.0,-10.989999999999995,10.0,Lego-Brand,2013.0,9500.651999999998,1.04,585,194,20,Yellow,White
70700-1,Space Swarmer,11.99,9.0,-2.99,32.199999999999996,Space,2013.0,996.1649999999997,0.11,93,52,14,Gray,Green
70701-1,Swarm Interceptor,19.99,20.0,0.010000000000001563,39.2,Space,2013.0,2301.9320000000002,0.33,230,105,21,Gray,Black
70702-1,Warp Stinger,29.99,12.0,-17.99,28.699999999999996,Space,2013.0,4728.576,0.47,321,118,24,Black,Gray
70703-1,Star Slicer,39.99,28.0,-11.990000000000002,10.0,Space,2013.0,,,324,151,28,Black,Gray
70704-1,Vermin Vaporizer,59.99,34.0,-25.990000000000002,19.2,Space,2013.0,8256.96,0.91,529,197,25,White,Gray
70705-1,Bug Obliterator,79.99,34.0,-45.989999999999995,19.2,Space,2013.0,11877.84,1.12,734,213,24,Gray,Gray
70706-1,Crater Creeper,19.99,8.0,-11.989999999999998,12.0,Space,2013.0,2301.9320000000002,0.29,173,78,23,Black,Gray
70707-1,CLS-89 Eradicator Mech,39.99,36.0,-3.990000000000002,19.2,Space,2013.0,5604.704000000002,0.68,454,177,21,Gray,White
70708-1,Hive Crawler,69.99,42.0,-27.989999999999995,24.0,Space,2013.0,8256.96,0.85,579,201,20,Black,Green
70709-1,Galactic Titan,99.99,104.0,4.010000000000005,15.0,Space,2013.0,17055.36,1.9,1040,266,27,Black,White
75000-1,Clone Troopers vs. Droidekas,12.99,12.0,-0.9900000000000002,61.49999999999999,Licensed-StarWars,2013.0,996.1649999999997,0.14,132,66,11,Gray,Gray
75001-1,Republic Troopers vs. Sith Troopers,12.99,12.0,-0.9900000000000002,44.0,Licensed-StarWars,2013.0,996.1649999999997,0.1,67,50,11,Black,Gray
75002-1,AT-RT,19.99,22.0,2.0100000000000016,56.0,Licensed-StarWars,2013.0,2301.9320000000002,0.28,235,108,17,Gray,Gray
75003-1,A-wing Starfighter,24.99,23.0,-1.9899999999999984,54.0,Licensed-StarWars,2013.0,3052.562,0.34,182,98,14,White,Gray
75004-1,Z-95 Headhunter,49.99,36.0,-13.990000000000002,28.0,Licensed-StarWars,2013.0,5604.704000000002,0.64,382,150,19,White,Black
75005-1,Rancor Pit,59.99,88.0,28.009999999999998,44.0,Licensed-StarWars,2013.0,10016.64,1.04,390,117,15,Gray,Gray
75006-1,Jedi Starfighter & Planet Kamino,9.99,11.0,1.0099999999999998,14.0,Licensed-StarWars,2013.0,2369.928000000001,0.14,68,43,9,White,Red
75007-1,Republic Assault Ship & Planet Coruscant,9.99,12.0,2.01,15.2,Licensed-StarWars,2013.0,2369.928000000001,0.15,79,47,6,Gray,Gray
75008-1,TIE Bomber & Asteroid Field,9.99,11.0,1.0099999999999998,19.0,Licensed-StarWars,2013.0,2369.928000000001,0.15,63,38,5,Black,Gray
75009-1,Snowspeeder & Hoth,9.99,20.0,10.01,8.0,Licensed-StarWars,2013.0,2369.928000000001,0.13,74,49,7,White,Gray
75010-1,B-Wing Starfighter & Planet Endor,9.99,12.0,2.01,8.100000000000001,Licensed-StarWars,2013.0,2369.928000000001,0.13,92,57,12,Gray,Black
75011-1,Tantive IV & Planet Alderaan,9.99,17.0,7.01,9.0,Licensed-StarWars,2013.0,2369.928000000001,0.15,113,58,8,White,Gray
75012-1,BARC Speeder with Sidecar,24.99,36.0,11.010000000000002,12.899999999999999,Licensed-StarWars,2013.0,,,225,113,16,Gray,Gray
75013-1,Umbaran MHC (Mobile Heavy Cannon),49.99,40.0,-9.990000000000002,14.100000000000001,Licensed-StarWars,2013.0,,,505,123,20,Gray,Gray
75014-1,Battle of Hoth,49.99,54.0,4.009999999999998,12.899999999999999,Licensed-StarWars,2013.0,,,433,212,18,White,Gray
75015-1,Corporate Alliance Tank Droid,19.99,25.0,5.010000000000002,27.0,Licensed-StarWars,2013.0,2253.4619999999995,0.27,290,92,13,Black,Gray
75016-1,Homing Spider Droid,29.99,27.0,-2.9899999999999984,18.0,Licensed-StarWars,2013.0,3989.2259999999997,0.39,312,114,16,Gray,Gray
75017-1,Duel on Geonosis,39.99,44.0,4.009999999999998,18.0,Licensed-StarWars,2013.0,5604.704000000002,0.6,407,173,20,Gray,Gray
75018-1,JEK-14's Stealth Starfighter,69.99,54.0,-15.989999999999995,9.0,Licensed-StarWars,2013.0,8256.96,0.93,548,191,14,Black,Gray
75019-1,AT-TE ,89.99,103.0,13.010000000000005,42.300000000000004,Licensed-StarWars,2013.0,11877.84,0.99,820,236,22,Gray,Gray
75020-1,Jabba's Sail Barge,119.99,124.0,4.010000000000005,27.0,Licensed-StarWars,2013.0,12882.239999999998,1.4,873,222,26,Brown,Black
75021-1,Republic Gunship,119.99,155.0,35.010000000000005,24.0,Licensed-StarWars,2013.0,17055.36,2.01,1207,307,25,White,Gray
75022-1,Mandalorian Speeder,24.99,24.0,-0.9899999999999984,25.799999999999997,Licensed-StarWars,2013.0,3052.562,0.33,217,97,13,Black,Gray
75024-1,HH-87 Starhopper,39.99,67.0,27.009999999999998,10.0,Licensed-StarWars,2013.0,,0.6,369,133,17,Gray,Black
75025-1,Jedi Defender-class Cruiser,89.99,99.0,9.010000000000005,10.0,Licensed-StarWars,2013.0,,,926,227,19,Gray,Red
76000-1,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,19.99,15.0,-4.989999999999998,28.200000000000003,Licensed-Other,2013.0,3052.562,0.38,206,107,22,Gray,Yellow
76001-1,The Bat vs. Bane: Tumbler Chase,39.99,27.0,-12.990000000000002,23.8,Licensed-Other,2013.0,5604.704000000002,0.6,378,149,20,Black,Gray
76002-1,Superman Metropolis Showdown,12.99,7.0,-5.99,12.0,Licensed-Other,2013.0,996.1649999999997,0.14,125,62,13,Black,Gray
76003-1,Superman: Battle of Smallville,49.99,26.0,-23.990000000000002,19.0,Licensed-Other,2013.0,5604.704000000002,0.69,434,161,21,Black,Gray
76004-1,Spider-Man: Spider-Cycle Chase,19.99,19.0,-0.9899999999999984,42.300000000000004,Licensed-Other,2013.0,3052.562,0.34,252,109,19,Black,Gray
76005-1,Spider-Man: Daily Bugle Showdown,49.99,51.0,1.009999999999998,15.0,Licensed-Other,2013.0,7105.964,0.88,490,184,22,Black,Gray
76006-1,Iron Man: Extremis Sea Port Battle ,19.99,27.0,7.010000000000002,27.2,Licensed-Other,2013.0,3052.562,0.35,206,102,19,Black,Gray
76007-1,Iron Man: Malibu Mansion Attack,39.99,48.0,8.009999999999998,17.2,Licensed-Other,2013.0,5604.704000000002,0.76,377,186,24,Gray,White
76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,12.99,21.0,8.01,16.0,Licensed-Other,2013.0,996.1649999999997,0.13,97,64,15,Black,Gray
76009-1,Superman: Black Zero Escape,19.99,9.0,-10.989999999999998,19.799999999999997,Licensed-Other,2013.0,2301.9320000000002,0.3,174,100,18,Black,Gray
79005-1,The Wizard Battle,12.99,16.0,3.01,59.8,Licensed-Movie,2013.0,1049.322,0.17,118,63,13,Black,Gray
79006-1,The Council of Elrond,29.99,34.0,4.010000000000002,52.8,Licensed-Movie,2013.0,3989.2259999999997,0.49,255,109,20,Tan,Brown
79007-1,Battle at the Black Gate,59.99,88.0,28.009999999999998,28.200000000000003,Licensed-Movie,2013.0,8256.96,1.02,681,179,16,Black,Gray
79008-1,Pirate Ship Ambush,99.99,111.0,11.010000000000005,28.699999999999996,Licensed-Movie,2013.0,12882.239999999998,1.46,783,224,22,Black,Gray
79011-1,Dol Guldur Ambush,19.99,17.0,-2.9899999999999984,24.0,Licensed-Movie,2013.0,2301.9320000000002,0.3,225,96,13,Gray,Black
79012-1,Mirkwood Elf Army ,29.99,49.0,19.01,15.2,Licensed-Movie,2013.0,3989.2259999999997,0.45,287,115,18,Brown,Tan
79013-1,Lake-town Chase,49.99,76.0,26.009999999999998,14.100000000000001,Licensed-Movie,2013.0,7105.964,0.8,493,171,21,Brown,Black
79014-1,Dol Guldur Battle,69.99,70.0,0.010000000000005116,12.899999999999999,Licensed-Movie,2013.0,11877.84,1.18,825,208,20,Gray,Gray
79100-1,Kraang Lab Escape,12.99,9.0,-3.99,15.2,Licensed-Other,2013.0,996.1649999999997,0.12,93,56,15,Gray,Blue
79101-1,Shredder's Dragon Bike,24.99,20.0,-4.989999999999998,4.0,Licensed-Other,2013.0,2301.9320000000002,0.3,212,115,18,Black,Gray
79102-1,Stealth Shell in Pursuit,19.99,13.0,-6.989999999999998,4.0,Licensed-Other,2013.0,2301.9320000000002,0.29,170,94,22,Black,Gray
79103-1,Turtle Lair Attack,49.99,36.0,-13.990000000000002,14.100000000000001,Licensed-Other,2013.0,7105.964,0.84,518,231,24,Gray,Gray
79104-1,The Shellraiser Street Chase,59.99,,,18.0,Licensed-Other,2013.0,8256.96,1.04,639,210,28,Yellow,Gray
79105-1,Baxter Robot Rampage,39.99,25.0,-14.990000000000002,7.0,Licensed-Other,2013.0,,0.55,414,171,23,Gray,Black
79106-1,Cavalry Builder Set,12.99,19.0,6.01,18.0,Licensed-Movie,2013.0,996.1649999999997,0.1,74,49,19,Brown,Black
79107-1,Comanche Camp,19.99,22.0,2.0100000000000016,11.100000000000001,Licensed-Movie,2013.0,2301.9320000000002,0.25,168,76,17,Tan,Gray
79108-1,Stagecoach Escape,29.99,47.0,17.01,36.0,Licensed-Movie,2013.0,3989.2259999999997,0.44,296,148,21,Black,Red
79109-1,Colby City Showdown,49.99,44.0,-5.990000000000002,8.0,Licensed-Movie,2013.0,7105.964,1.01,605,197,22,Black,Gray
79110-1,Silver Mine Shootout,69.99,54.0,-15.989999999999995,15.0,Licensed-Movie,2013.0,12578.328000000001,1.34,679,206,22,Tan,Gray
79111-1,Constitution Train Chase,99.99,133.0,33.010000000000005,30.800000000000004,Licensed-Movie,2013.0,13857.48,0.98,743,267,26,Black,Gray
10241-1,Maersk Line Triple-E,149.99,197.0,47.00999999999999,8.0,Advanced-models,2014.0,,,1541,213,20,Gray,White
10242-1,MINI Cooper MK VII,99.99,82.0,-17.989999999999995,28.200000000000003,Advanced-models,2014.0,11812.5,1.32,1136,250,23,Green,Black
10243-1,Parisian Restaurant,159.99,119.0,-40.99000000000001,100.0,Advanced-models,2014.0,,,2558,430,32,Gray,White
10244-1,Fairground Mixer,149.99,173.0,23.00999999999999,25.0,Advanced-models,2014.0,17942.276,,1799,499,38,Black,White
10245-1,Santa's Workshop,69.99,105.0,35.010000000000005,39.6,Advanced-models,2014.0,8064.0,0.99,933,362,37,Brown,Tan
10665-1,Spider-Man: Spider-Car Pursuit,12.99,9.0,-3.99,4.0,Bigfig-Junior,2014.0,996.1649999999997,0.12,55,36,8,Blue,Black
10666-1,Digger,9.99,11.0,1.0099999999999998,,Bigfig-Junior,2014.0,1350.3569999999995,0.15,75,43,13,Yellow,Black
10667-1,Construction,14.99,15.0,0.009999999999999787,15.0,Bigfig-Junior,2014.0,6089.579999999999,0.54,160,88,17,Tan,Black
10668-1,The Princess Play Castle,14.99,15.0,0.009999999999999787,7.0,Bigfig-Junior,2014.0,6089.579999999999,0.54,161,80,18,Red,White
