set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
850889-1,Castle Dragons Accessory Set,Historical,Castle,,2014.0,42.0,4.0,/inventories/850889-1,/minifigs/inset-850889-1,"£10.99, $14.99","New: $34, Used: $15",,,"Accessory, Battle Pack, Catapult, Dragon Knights, Minifigure Pack",Extended,Blister pack,
850894-1,Emmet Key Chain,Miscellaneous,Gear,Key Chains/The LEGO Movie,2014.0,,0.0,,,"£3.99, $4.99, 3.49€","New: Not known, Used: Not known",,,"Master Builders, The Lego Movie",Gear,Tag,
850895-1,Wyldstyle Key Chain,Miscellaneous,Gear,Key Chains/The LEGO Movie,2014.0,,0.0,,,"£3.99, $4.99, 3.49€","New: Not known, Used: Not known",,,"Female, Master Builders, The Lego Movie",Gear,Tag,
850896-1,Bad Cop Key Chain,Miscellaneous,Gear,Key Chains/The LEGO Movie,2014.0,,0.0,,,"£3.99, $4.99, 2.49€","New: Not known, Used: Not known",,,"Police, Super Secret Police, The Lego Movie",Gear,Tag,
850898-1,THE LEGO Movie Stationery Set,Miscellaneous,Gear,Stationery,2014.0,,0.0,,,"£10.99, $14.99, 6.49€","New: Not known, Used: Not known",,,The Lego Movie,Gear,,
850899-1,Legends of Chima Playmat,Miscellaneous,Gear,Playmats,2014.0,,0.0,,,"£10.99, $14.99, 12.99€","New: Not known, Used: Not known",,,"Legends Of Chima, Playmat",Gear,Other,
850908-1,Legends of Chima Rogon Key Chain,Miscellaneous,Gear,Key Chains/Legends of Chima,2014.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,Tag,
850909-1,Sir Fangar Key Chain,Miscellaneous,Gear,Key Chains/Legends of Chima,2014.0,,0.0,,,"£2.99, $4.99, 4.99€","New: Not known, Used: Not known",,,,Gear,,
850910-1,Legends of Chima Minifigure Accessory Set,Action/Adventure,Legends of Chima,Accessory Sets,2014.0,53.0,4.0,/inventories/850910-1,/minifigs/inset-850910-1,"£10.99, $14.99, 6.49€","New: $11, Used: $13",,,"Crug, Grumlo, Longtooth, Wilhurt, 3Rd Wave, Accessory, Crocodile Tribe, Gorilla Tribe, Lion Tribe, Minifigure Pack, Spider, Wolf Tribe",Extended,Blister pack,
850913-1,Fire and Ice Minifigure Accessory Set,Action/Adventure,Legends of Chima,Accessory Sets,2014.0,49.0,4.0,,/minifigs/inset-850913-1,"£10.99, $14.99, 6.49€","New: $9, Used: Not known",,,"Frax, Sykor, Vornon, Worriz, 4Th Wave, Accessory, Fire Chi, Fire Vs Ice, Minifigure Pack, Phoenix Tribe, Sabretooth Tribe, Vulture Tribe, Wolf Tribe",Extended,Blister pack,
850918-1,Ice Cube Tray,Miscellaneous,Gear,Housewares,2014.0,,0.0,,,"£5.99, $7.99, 6.99€","New: Not known, Used: Not known",,,,Gear,,
850919-1,Chima Tumbler ,Miscellaneous,Gear,Housewares,2014.0,,0.0,,,"£5.99, $6.99","New: Not known, Used: Not known",,,,Gear,,"LEGO Chima tumbler with removable, twisty straw, fun Chima decoration and elements in the base. (11-pieces)."
850929-1,City Playmat,Miscellaneous,Gear,Playmats,2014.0,,0.0,,,"£10.99, $14.99, 12.99€","New: Not known, Used: Not known",,,"Beach, City, Pedestrian Crossing, Playmat",Gear,Other,
850932-1,Polar Accessory Set,Modern day,City,Arctic,2014.0,41.0,2.0,/inventories/850932-1,/minifigs/inset-850932-1,"£10.99, $14.99, 12.99€","New: $28, Used: $18",5.0,1review,"Accessory, Arctic, Camping, Fish, Frozen Treats, Furnace, Tent",Extended,Blister pack,
850933-1,City Policeman Key Chain,Miscellaneous,Gear,Key Chains/City,2014.0,,0.0,,,"£3.99, $4.99, 4.99€","New: Not known, Used: Not known",,,Police,Gear,Tag,
850935-1,Classic Minifigure Graduation Set,Miscellaneous,Miscellaneous,,2014.0,30.0,1.0,,/minifigs/inset-850935-1,$7.99,"New: $23, Used: Not known",,,"School, Table Decoration",Extended,Box,
850936-1,Halloween Set,Miscellaneous,Seasonal,Halloween,2014.0,11.0,1.0,/inventories/850936-1,/minifigs/inset-850936-1,"£6.99, $7.99","New: $17, Used: $12",,,"Lord Vampyre, Spider, Spooky, Table Decoration, Vignette",Extended,Box,
850939-1,Santa Set,Miscellaneous,Seasonal,Christmas,2014.0,27.0,2.0,,/minifigs/inset-850939-1,"£6.99, $7.99, 3.99€","New: $8, Used: $6",4.0,1review,"Christmas, Microscale, Santa Claus, Table Decoration, Vignette",Extended,Box,
850949-1, Christmas Snow Hut Ornament,Miscellaneous,Seasonal,Christmas,2014.0,45.0,0.0,/inventories/850949-1,,"£6.99, $7.99, 7.99€","New: $13, Used: $6",,,"Christmas, House, Microscale, Tree Ornament",Extended,,
850950-1,Christmas Cat Ornament,Miscellaneous,Seasonal,Christmas,2014.0,34.0,0.0,/inventories/850950-1,,"£6.99, $7.99","New: $18, Used: $15",,,"Brick Built Animals, Cat, Christmas, Tree Ornament",Extended,,
850952-1,Classic Firetruck Bag Charm,Miscellaneous,Gear,Bag charms,2014.0,,0.0,,,"£3.99, $4.99, 4.99€","New: Not known, Used: Not known",,,Fire Car,Gear,Tag,
850953-1,Police Car Bag Charm,Miscellaneous,Gear,Bag charms,2014.0,,0.0,,,"£3.99, $4.99, 4.99€","New: Not known, Used: Not known",,,Police,Gear,Tag,
850963-1,Friends Tumbler,Miscellaneous,Gear,Housewares,2014.0,,0.0,,,"£6.99, $7.99, 7.99€","New: Not known, Used: Not known",,,,Gear,,
850964-1,Friends Towel,Miscellaneous,Gear,Housewares,2014.0,,0.0,,,"£13.99, $19.99","New: Not known, Used: Not known",,,,Gear,,
850967-1,Jungle Accessory Set,Girls,Friends,Jungle Rescue,2014.0,39.0,1.0,/inventories/850967-1,/minifigs/inset-850967-1,"£10.99, $14.99, 9.09€","New: $11 , Used: $6",4.0,1review,"Naya, Accessory, Baked Goods, Camping, Dog, Furnace, Jungle, Tent",Extended,Blister pack,
850972-1,Friendship Book,Miscellaneous,Gear,Stationery,2014.0,,0.0,,,"£6.99, 3.99€","New: Not known, Used: Not known",,,Friends,Gear,,
850996-1,Darth Vader,Miscellaneous,Gear,Key Chains/Star Wars,2014.0,,0.0,,,"£4.99, $4.99, 4.99€","New: Not known, Used: Not known",2.0,1review,,Gear,,Black/Blue Star Wars Tag
850997-1,Princess Leia,Miscellaneous,Gear,Key Chains/Star Wars,2014.0,,0.0,,,"£4.99, $4.99, 4.99€","New: Not known, Used: Not known",,,,Gear,,Black/Blue Star Wars Tag
850998-1,Boba Fett,Miscellaneous,Gear,Key Chains/Star Wars,2014.0,,0.0,,,"£4.99, $4.99, 4.99€","New: Not known, Used: Not known",4.0,3,,Gear,,Black/Blue Star Wars Tag
850999-1,Stormtrooper,Miscellaneous,Gear,Key Chains/Star Wars,2014.0,,0.0,,,"£3.99, $4.99, 4.99€","New: Not known, Used: Not known",,,,Gear,,Black/Blue Star Wars Tag
851000-1,C 3PO Droid,Miscellaneous,Gear,Key Chains/Star Wars,2014.0,,0.0,,,"£3.99, $4.99","New: Not known, Used: Not known",,,,Gear,,Black/Blue Star Wars Tag
851003-1,The Joker Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2014.0,,0.0,,,"£4.99, $4.99, 4.99€","New: Not known, Used: Not known",,,,Gear,,
851005-1,Batgirl Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2014.0,,0.0,,,"£4.99, $4.99, 4.99€","New: Not known, Used: Not known",,,,Gear,,
851006-1,Star-Lord Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2014.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,Tag,
851007-1,Wolverine Magnet,Miscellaneous,Gear,Magnets/Super Heroes,2014.0,,0.0,,,"£4.99, $6.99, 5.99€","New: Not known, Used: Not known",,,,Gear,Blister pack,
851015-1,Legends of Chima Scorpion Sword Shield,Miscellaneous,Gear,Role-Play toys,2014.0,,0.0,,,"£11.99, $17.99","New: Not known, Used: Not known",,,,Gear,,
851018-1, Legends of Chima Scolder Key Chain,Miscellaneous,Gear,Key Chains/Legends of Chima,2014.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
851316-1,R2 D2 Astromech Droid,Miscellaneous,Gear,Key Chains/Star Wars,2014.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,Black/Blue Star Wars Tag
851317-1,Boba Fett Magnet,Miscellaneous,Gear,Magnets/Star Wars,2014.0,,0.0,,,"£4.99, $6.99, 2.99€","New: Not known, Used: Not known",,,,Gear,,
851318-1,Sir Fangar Claw Shield,Miscellaneous,Gear,Role-Play toys,2014.0,,0.0,,,"£12.99, $17.99","New: Not known, Used: Not known",,,,Gear,,
851320-1,Minifigure Notebooks,Miscellaneous,Gear,Stationery,2014.0,,0.0,,,"£4.99, $5.99, 5.99€","New: Not known, Used: Not known",,,,Gear,,
851324-1,Dolphin Key Chain,Miscellaneous,Gear,Key Chains/Friends,2014.0,,0.0,,,"£3.99, $4.99, 2.49€","New: Not known, Used: Not known",,,,Gear,Tag,
851325-1,Jungle Playmat,Miscellaneous,Gear,Playmats,2014.0,,0.0,,,"£10.99, $14.99, 12.99€","New: Not known, Used: Not known",,,"Beach, Friends, Heartlake City, Jungle, Jungle Bridge, Playmat",Gear,Other,
2000424-1,Story Starter sample set,Educational,Education,,2014.0,96.0,0.0,/inventories/2000424-1,,,"New: $14, Used: Not known",,,Polybag,Normal,Polybag,
2000426-1,LME EV3 Element Accessory Pack,Educational,Education,Mindstorms,2014.0,108.0,0.0,/inventories/2000426-1,,,"New: Not known, Used: Not known",,,,Normal,,
4000010-1,LEGO House,Miscellaneous,Promotional,Billund stores,2014.0,250.0,1.0,/inventories/4000010-1,/minifigs/inset-4000010-1,,"New: $38, Used: $39",3.0,1review,"Billund, Denmark, Lego House, Lego Premises, Microscale",Normal,Box,"[DK] Available in shops in Billund, March 2014 onwards."
4000011-1,Nyiregyhaza Factory,Miscellaneous,Miscellaneous,LEGO internal,2014.0,327.0,0.0,/inventories/4000011-1,,,"New: $157, Used: $106",,,"Lego Premises, Microscale",Normal,Box,
4000014-1,The LEGOLAND Train,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,2014.0,548.0,7.0,/inventories/4000014-1,/minifigs/inset-4000014-1,,"New: $1802, Used: Not known",,,"Billund, Camera, Denmark, Frozen Treats, Lego Premises, Legoland, Passenger Coach, Passenger Train, Steam Locomotive, Trackside Structure, Train Track",Normal,Box,"LEGO Inside Tour 2014 exclusive set.Given to exhibitors at LEGO Fan Weekend, Denmark, September 2014.[US] Given to LEGOLAND Florida Ambassador pass holders, 2014."
4000015-1,LOM Building B,Miscellaneous,Miscellaneous,LEGO internal,2014.0,215.0,0.0,/inventories/4000015-1,,,"New: $750, Used: $450",,,"Lego Premises, Microscale",Normal,Box,Probably given to employees and contractors involved with construction of the building in Mexico.
4000016-1,Billund Airport ,Miscellaneous,Miscellaneous,,2014.0,281.0,0.0,,,,"New: $96, Used: $50",,,"Airplane, Airport, Billund, Denmark, Microscale",Normal,Box,"[DK] 10,000 produced and sold at Billund airport."
4000019-1,Brand Identity and Experience,Miscellaneous,Miscellaneous,LEGO internal,2014.0,101.0,0.0,,,,"New: $100, Used: Not known",,,Microscale,Normal,Box,
4002014-1,LEGO HUB Birds,Miscellaneous,Miscellaneous,Employee gift,2014.0,487.0,0.0,,,,"New: $187, Used: $136",,,"Bird, Brick Built Animals, Eagle, Swan",Normal,Box,
5000463-1,8 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,"£29.99, 34.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5001266-1,8 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,£29.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001267-1,8 stud Yellow Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,"£29.99, 34.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5002041-1,Accessory pack,Licensed,The LEGO Movie,Promotional,2014.0,,0.0,,,,"New: Not known, Used: Not known",,,"Bricksburg, Gift with Purchase, Microscale, Polybag, The Lego Movie, Truck",Extended,Polybag,
5002045-1,Pyjamas Emmet,Licensed,The LEGO Movie,Promotional,2014.0,4.0,1.0,,/minifigs/inset-5002045-1,,"New: $8, Used: $6",5.0,1review,"Emmet Brickowski, 1St Wave, Bricksburg, Polybag, The Lego Movie",Extended,Polybag,[UK] Given away with The Daily Mail (take coupon to Toys R Us to collect) on 15th February 2014. Also given away when purchasing a Kids Mix from Odeon Cinemas (February 2014).
5002112-1,Bracelets,Girls,Friends,Promotional,2014.0,20.0,0.0,,,,"New: Not known, Used: Not known",,,Polybag,Extended,Polybag,
5002113-1,Beach Hammock,Girls,Friends,Promotional,2014.0,29.0,0.0,,,,"New: $3, Used: Not known",,,"Accessory, Beach, Polybag",Extended,Polybag,
5002115-1,Promotional set,Action/Adventure,Legends of Chima,Promotional,2014.0,,0.0,,,,"New: $20, Used: Not known",4.0,1review,"Playmat, Polybag, Stunt Ramp",Extended,Polybag,"Contains a cardboard Chima base, ramp and sticker sheet.[CA] Given away in brand stores, September 2014."
5002121-1,Puppy and Kennel,Pre-school,Duplo,,2014.0,2.0,0.0,,,,"New: $5, Used: Not known",,,"Dog, Polybag",Extended,Polybag,
5002122-1,TC-4,Licensed,Star Wars,Minifig Pack,2014.0,3.0,1.0,,/minifigs/inset-5002122-1,£4.99,"New: $12, Used: $9",5.0,1review,"TC-4, Droid, Galactic Republic, Polybag, Prequel Trilogy, The Phantom Menace",Extended,Polybag,"[UK] Available from Toys R Us, February 2014.[UK] Available from Smyths, January 2015[NL] Free with Star Wars purchases in Bart Smith, March 2014."
5002123-1,Darth Revan,Licensed,Star Wars,The Old Republic,2014.0,7.0,1.0,,/minifigs/inset-5002123-1,,"New: $42, Used: $35",4.4,5,"Darth Revan, Gift with Purchase, May The Fourth, Polybag, Sith",Extended,Polybag,"Free from shop.LEGO.com and LEGO Brand Stores with qualifying LEGO Star Wars purchases, May 2014 and September 2016."
5002125-1,Electro,Licensed,Marvel Super Heroes,The Amazing Spider-Man,2014.0,5.0,1.0,,/minifigs/inset-5002125-1,,"New: $7, Used: $4",4.8,4,"Electro, Polybag, Sinister Six",Extended,Polybag,"[US] Free with $30 spend on LEGO in Toys R Us, May 2015"
5002126-1,Martian Manhunter ,Licensed,DC Comics Super Heroes,Justice League,2014.0,4.0,1.0,,/minifigs/inset-5002126-1,"£0.00, $0.00","New: $10, Used: $6",5.0,1review,"Martian Manhunter, Gift with Purchase, Justice League, Polybag",Extended,Polybag,"Free with qualifying purchases from shop.LEGO.com and LEGO Brand Stores, March 2014."
5002127-1,Flashback Shredder,Licensed,Teenage Mutant Ninja Turtles,Promotional,2014.0,6.0,1.0,,/minifigs/inset-5002127-1,,"New: $5, Used: $5",,,"Shredder, Cartoon, Gift with Purchase, Nickelodeon, Polybag",Extended,Polybag,"Free with qualifying purchases at shop.LEGO.com, May and July (NA) 2014."
5002130-1,Good Morning Bilbo Baggins,Licensed,The Hobbit,An Unexpected Journey,2014.0,4.0,1.0,,/minifigs/inset-5002130-1,,"New: $10, Used: $5",4.0,4,"Bilbo Baggins, Polybag, Shire, Video Game Exclusive",Extended,Polybag,Free with pre-orders of The Hobbit video game.
5002136-1,Arctic Accessory Set,Modern day,City,Arctic,2014.0,27.0,0.0,,,,"New: $4, Used: Not known",2.0,1review,"Accessory, Arctic, Fish",Extended,Foil pack,
5002144-1,Ninjago Battle Pack,Action/Adventure,Ninjago,Rebooted,2014.0,10.0,2.0,,/minifigs/inset-5002144-1,"£4.99, $4.99","New: $7, Used: $4",4.0,3,"Dareth, Nindroid Warrior, Ninjago Ninjas, Polybag",Extended,Polybag,"[UK] Available in Toys R Us, September 2014.[US] Available in Toys R Us, November 2014."
5002145-1,Rocket Raccoon,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014.0,13.0,1.0,,/minifigs/inset-5002145-1,"£4.99, $4.99","New: $10, Used: $12",4.0,3,"Rocket Raccoon, Groot, Guardians Of The Galaxy, Marvel Cinematic Universe, Polybag, Space",Extended,Polybag,
5002203-1,Radio DJ Robot,Licensed,The LEGO Movie,Promotional,2014.0,4.0,1.0,,/minifigs/inset-5002203-1,,"New: $9, Used: $10",5.0,1review,"Radio DJ Robot, 1St Wave, Musical, Octan, Polybag, Robot, The Lego Movie",Extended,Polybag,[UK] Given away when purchasing a Kids Mix from Odeon Cinemas (February 2014).
5002204-1,Western Emmet,Licensed,The LEGO Movie,Promotional,2014.0,6.0,1.0,,/minifigs/inset-5002204-1,,"New: $6, Used: $5",,,"Emmet Brickowski, 1St Wave, Polybag, The Lego Movie, The Old West, Video Game Exclusive, Wild West",Extended,Polybag,"[US/Canada] Given away with pre-orders of The LEGO Movie video game from GameStop, February 2014.[NL] Free with The LEGO Movie Videogame in Bart Smith."
5002797-1,Marvel Xbox 360,Miscellaneous,Gear,Video Games/Xbox 360,2014.0,,0.0,,,"£39.99, $49.99","New: Not known, Used: Not known",,,,Gear,,
5002812-1,Classic Spaceman Minifigure,Action/Adventure,Space,Classic,2014.0,19.0,2.0,,/minifigs/inset-5002812-1,,"New: $12, Used: $6",5.0,2,"Classic Space, Classic Space Logo, Lego History, Robot",Extended,Box,"Free with qualifying purchases at shop.LEGO.com, July 2014."
5002912-1,R2 D2 Key Light,Miscellaneous,Gear,Lights,2014.0,,0.0,,,"£9.99, 6.49€","New: Not known, Used: Not known",5.0,1review,,Gear,,
5002913-1,Superman Key Light,Miscellaneous,Gear,Lights,2014.0,,0.0,,,"£9.99, $11.99, 12.99€","New: Not known, Used: Not known",,,,Gear,,
5002914-1,THE LEGO MOVIE Emmet Key Light,Miscellaneous,Gear,Lights,2014.0,,0.0,,,"£9.99, $11.99, 9.09€","New: Not known, Used: Not known",,,,Gear,,
5002915-1,Batman Key Light,Miscellaneous,Gear,Lights,2014.0,,0.0,,,"£9.99, 12.99€","New: Not known, Used: Not known",,,,Gear,,
5002916-1,The LEGO Movie Unikitty Key Light,Miscellaneous,Gear,Lights,2014.0,,0.0,,,"£9.99, $13.99, 9.09€","New: Not known, Used: Not known",,,,Gear,,
5002917-1,Star Wars Yoda Desk Lamp,Miscellaneous,Gear,Lights,2014.0,,0.0,,,"£34.99, 19.99€","New: Not known, Used: Not known",,,,Gear,,
5003022-1,Bad Cop Alarm Clock,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,"£24.99, $29.99","New: Not known, Used: Not known",,,Police,Gear,,
5003023-1,Bad Cop Link Watch,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,"£19.99, $24.99, 17.49€","New: Not known, Used: Not known",,,Police,Gear,,
5003024-1,Lucy Wyldstyle Link Watch,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,"£19.99, $24.99, 17.49€","New: Not known, Used: Not known",,,,Gear,,
5003025-1,Emmet Link Watch,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,"£19.99, $24.99, 17.49€","New: Not known, Used: Not known",,,,Gear,,
5003026-1,Lucy Wyldstyle Alarm Clock,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,"£24.99, $29.99, 20.99€","New: Not known, Used: Not known",,,,Gear,,
5003027-1,Emmet Alarm Clock,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,"£24.99, $29.99, 20.99€","New: Not known, Used: Not known",3.0,1review,,Gear,,
5003097-1,Friends Collection 1,Girls,Friends,Product Collection,2014.0,412.0,0.0,,,$57.97,"New: Not known, Used: Not known",,,,Collection,,Contains 41006-1 41013-1 850781-1 
5003257-1,Gorzan Kids Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,$24.99,"New: Not known, Used: Not known",,,Legends Of Chima,Gear,,
5003258-1,Worriz Kids Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2014.0,,0.0,,,$24.99,"New: Not known, Used: Not known",,,Legends Of Chima,Gear,,
5003544-1,The LEGO Movie Video Game,Miscellaneous,Gear,Video Games/3DS,2014.0,,0.0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5003545-1,The LEGO Movie Video Game,Miscellaneous,Gear,Video Games/PS4,2014.0,,0.0,,,$59.99,"New: Not known, Used: Not known",,,,Gear,,
5003547-1,The LEGO Movie Video Game,Miscellaneous,Gear,Video Games/Wii U,2014.0,,0.0,,,$49.99,"New: Not known, Used: Not known",,,,Gear,,
5003555-1,The LEGO Movie Video Game,Miscellaneous,Gear,Video Games/PS Vita,2014.0,,0.0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5003556-1,The LEGO Movie Video Game,Miscellaneous,Gear,Video Games/Xbox 360,2014.0,,0.0,,,$49.99,"New: Not known, Used: Not known",5.0,1review,,Gear,,
5003557-1,The LEGO Movie Video Game,Miscellaneous,Gear,Video Games/PS3,2014.0,,0.0,,,$49.99,"New: Not known, Used: Not known",2.0,2,,Gear,,
5003559-1,THE LEGO MOVIE Xbox One Video Game,Miscellaneous,Gear,Video Games/Xbox One,2014.0,,0.0,,,$59.99,"New: Not known, Used: Not known",,,,Gear,,
5003561-1,Legends of Chima Lunch Set,Miscellaneous,Gear,Housewares,2014.0,,0.0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
5003562-1,Legends of Chima Sorting System,Miscellaneous,Gear,Storage,2014.0,,0.0,,,$39.99,"New: Not known, Used: Not known",,,"Legends Of Chima, Storage",Gear,,
5003563-1,Friends Lunch Set,Miscellaneous,Gear,Housewares,2014.0,,0.0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
5003565-1,1 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,£9.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5003566-1,1 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,"£9.99, 6.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003568-1,2 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,£11.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5003569-1,2 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,"£11.99, 12.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003570-1,2 stud Yellow Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,"£11.99, 12.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003574-1,4 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,£17.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5003575-1,4 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,"£17.99, 19.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003576-1,4 stud Yellow Storage Brick,Miscellaneous,Gear,Storage,2014.0,,0.0,,,"£17.99, 19.99€","New: Not known, Used: Not known",,,Storage,Gear,,
